Gender,Married,Dependents,Education,SelfEmployed,LoanAmountTerm,CreditHistory,PropertyArea,LoanStatus,LoanAmount_log,Income_log
Male,Yes,3,Graduate,No,360.0,1.0,Urban,1,4.700480365792417,8.642238680390461
Male,Yes,1,Graduate,No,360.0,1.0,Semiurban,1,5.298317366548036,8.835646922534773
Female,Yes,1,Graduate,No,360.0,1.0,Urban,1,4.90527477843843,8.448057452581375
Female,No,0,Graduate,No,480.0,1.0,Rural,0,5.017279836814924,8.928110078202646
Male,Yes,1,Graduate,No,360.0,1.0,Urban,0,4.727387818712341,8.504918160540624
Male,Yes,0,Not Graduate,No,360.0,0.0,Urban,0,4.532599493153256,8.46252579007393
Male,Yes,0,Not Graduate,No,360.0,1.0,Semiurban,1,4.653960350157523,8.439231649946526
Female,No,0,Graduate,No,360.0,1.0,Rural,1,4.882801922586371,8.517193191416238
Male,Yes,1,Graduate,No,360.0,1.0,Urban,1,4.564348191467836,8.13973227971767
Male,No,0,Graduate,No,360.0,1.0,Rural,1,4.941642422609304,8.779557455883728
Male,No,0,Not Graduate,No,360.0,1.0,Urban,0,4.852030263919617,7.600902459542082
Female,No,0,Graduate,No,360.0,1.0,Rural,1,4.90527477843843,8.59932602095476
Female,No,0,Graduate,No,360.0,0.0,Urban,0,4.6443908991413725,8.35772841676521
Male,No,0,Graduate,No,360.0,1.0,Rural,0,6.173786103901937,9.915070213779195
Male,Yes,2,Not Graduate,No,360.0,1.0,Rural,1,5.220355825078324,8.944680683558895
Female,No,0,Graduate,No,360.0,1.0,Semiurban,1,4.430816798843313,7.978310969867722
Male,No,0,Not Graduate,No,360.0,1.0,Semiurban,1,4.709530201312334,8.5814816812986
Female,No,0,Graduate,No,360.0,1.0,Rural,1,4.02535169073515,7.826842098158293
Male,Yes,2,Graduate,Yes,84.0,1.0,Rural,1,4.969813299576001,8.656259239539235
Male,Yes,0,Graduate,No,360.0,1.0,Rural,0,5.0689042022202315,8.370084326378025
Male,Yes,1,Not Graduate,No,180.0,1.0,Urban,1,4.709530201312334,8.524962928680598
Male,Yes,2,Graduate,No,360.0,1.0,Semiurban,1,4.787491742782046,8.220672170297252
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,4.477336814478207,8.340933226000878
Female,No,1,Graduate,No,360.0,1.0,Semiurban,1,4.718498871295094,8.172164452111904
Male,Yes,1,Graduate,Yes,360.0,1.0,Rural,0,5.043425116919247,9.210340371976184
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.74493212836325,8.426611813185
Male,Yes,3,Graduate,No,360.0,1.0,Semiurban,1,4.820281565605037,8.418697944667139
Male,Yes,2,Not Graduate,No,360.0,1.0,Rural,1,4.852030263919617,8.55468163582723
Female,No,0,Graduate,No,360.0,1.0,Rural,1,4.882801922586371,8.724369949208368
Male,Yes,3,Graduate,No,360.0,1.0,Rural,1,5.703782474656201,9.615805480084347
Male,Yes,1,Graduate,Yes,360.0,0.0,Rural,0,5.929589143389895,9.521421537856195
Male,No,0,Graduate,No,360.0,0.0,Rural,1,4.867534450455582,8.50045386741194
Male,Yes,0,Graduate,Yes,360.0,1.0,Semiurban,1,5.214935757608986,8.984443032465352
Female,Yes,0,Graduate,No,360.0,1.0,Urban,0,4.700480365792417,8.822322177471738
Female,No,0,Graduate,No,360.0,1.0,Urban,1,4.204692619390966,7.824046010856292
Male,No,1,Graduate,No,360.0,1.0,Urban,1,4.762173934797756,8.728587995695898
Male,No,0,Graduate,No,360.0,1.0,Semiurban,1,4.584967478670572,7.984462732262196
Male,No,0,Graduate,No,360.0,1.0,Urban,1,4.2626798770413155,7.949091499830517
Male,Yes,0,Graduate,No,180.0,1.0,Urban,1,6.194405391104672,11.05622495553552
Male,Yes,1,Graduate,Yes,180.0,1.0,Urban,1,5.204006687076795,9.364433907313582
Male,Yes,0,Graduate,Yes,360.0,1.0,Semiurban,1,4.248495242049359,9.209640126861789
Male,Yes,1,Graduate,No,360.0,1.0,Rural,1,5.075173815233827,8.689127655323706
Male,Yes,2,Graduate,Yes,360.0,1.0,Rural,1,5.170483995038151,8.867850063029406
Female,No,3,Not Graduate,No,360.0,0.0,Urban,0,4.852030263919617,7.512071245835466
Female,No,0,Graduate,No,360.0,1.0,Semiurban,1,4.2626798770413155,8.333270353255308
Male,Yes,3,Not Graduate,No,360.0,1.0,Rural,0,5.153291594497779,8.350902451694811
Female,No,0,Graduate,No,360.0,1.0,Rural,0,3.828641396489095,7.774015077250727
Male,Yes,1,Not Graduate,No,360.0,1.0,Urban,1,5.062595033026967,8.662677858158219
Male,Yes,3,Not Graduate,No,360.0,1.0,Semiurban,1,4.30406509320417,8.062432791583195
Male,Yes,2,Graduate,No,360.0,1.0,Rural,1,4.8283137373023015,8.499640032168648
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,5.075173815233827,8.508555998020574
Male,Yes,0,Not Graduate,No,360.0,0.0,Rural,0,5.0238805208462765,8.817742129574842
Male,Yes,2,Not Graduate,No,360.0,1.0,Urban,1,4.836281906951478,8.566173813637858
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,5.556828061699537,9.29798488182823
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,5.231108616854587,9.090993614343617
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,5.429345628954441,9.114159813502214
Male,No,0,Graduate,No,360.0,1.0,Rural,0,5.730099782973574,9.466299552232016
Male,Yes,3,Graduate,No,360.0,1.0,Rural,1,4.553876891600541,8.465689348549121
Female,Yes,0,Graduate,Yes,360.0,0.0,Rural,0,4.653960350157523,8.612503371220562
Female,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.867534450455582,7.982074875081202
Female,No,0,Graduate,No,180.0,1.0,Urban,1,4.7535901911063645,8.246171559857563
Male,Yes,2,Graduate,No,360.0,1.0,Rural,1,5.10594547390058,9.350102314351341
Male,Yes,1,Graduate,No,360.0,1.0,Urban,0,4.204692619390966,8.262300941787448
Male,Yes,0,Not Graduate,No,480.0,0.0,Urban,0,4.605170185988092,8.448057452581375
Male,Yes,3,Graduate,No,360.0,1.0,Semiurban,1,5.298317366548036,9.0280988119824
Female,No,1,Graduate,No,360.0,1.0,Semiurban,0,4.394449154672439,8.460199469896118
Male,Yes,2,Graduate,No,360.0,1.0,Semiurban,1,5.4638318050256105,9.067277989134345
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,4.867534450455582,8.865452825753623
Male,Yes,0,Graduate,No,300.0,1.0,Urban,1,4.553876891600541,8.707152175339404
Male,No,0,Graduate,Yes,360.0,1.0,Rural,1,4.948759890378168,8.82790796297859
Male,No,0,Not Graduate,No,360.0,1.0,Rural,0,4.890349128221754,8.734881892047483
Male,No,0,Graduate,No,480.0,1.0,Semiurban,0,4.564348191467836,7.824046010856292
Male,No,0,Graduate,No,360.0,0.0,Rural,0,4.820281565605037,8.541690663016626
Male,Yes,1,Graduate,No,360.0,1.0,Semiurban,1,5.1647859739235145,8.752265313595721
Male,Yes,0,Graduate,No,360.0,1.0,Rural,0,6.345636360828596,10.126471091048971
Female,No,0,Graduate,Yes,360.0,1.0,Semiurban,1,4.007333185232471,9.665166909622071
Male,Yes,2,Graduate,No,360.0,1.0,Semiurban,1,5.043425116919247,8.553525120663627
Male,Yes,2,Graduate,Yes,300.0,1.0,Rural,1,5.940171252720432,9.752432077616172
Male,No,1,Graduate,No,180.0,0.0,Urban,0,4.709530201312334,8.526945482858915
Female,No,0,Graduate,No,360.0,1.0,Urban,1,4.700480365792417,8.348301054933943
Male,Yes,0,Graduate,No,180.0,1.0,Urban,1,4.787491742782046,8.655214489313613
Male,Yes,3,Graduate,No,360.0,1.0,Rural,1,4.867534450455582,9.52850315168155
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.867534450455582,8.368693183097793
Male,No,0,Graduate,No,480.0,1.0,Urban,0,4.2626798770413155,8.029107054619736
Male,Yes,2,Graduate,No,360.0,1.0,Urban,1,4.867534450455582,8.592486175451668
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.852030263919617,8.671286726753637
Male,No,0,Graduate,No,360.0,1.0,Semiurban,1,5.69035945432406,9.227492430793749
Female,No,0,Graduate,No,360.0,1.0,Urban,1,5.049856007249537,8.699514748210191
Male,No,0,Graduate,Yes,360.0,1.0,Urban,1,4.852030263919617,8.877242435993919
Male,Yes,2,Graduate,No,360.0,1.0,Urban,0,4.605170185988092,8.42639282708974
Male,No,1,Graduate,No,180.0,1.0,Urban,1,4.727387818712341,8.207129168071326
Male,No,0,Not Graduate,No,360.0,1.0,Semiurban,1,4.882801922586371,8.28045768658256
Male,Yes,0,Not Graduate,No,360.0,0.0,Urban,0,4.852030263919617,8.72355674269043
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,4.912654885736052,8.465899897028686
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,4.8283137373023015,8.610319169405722
Male,No,3,Graduate,No,360.0,1.0,Rural,1,5.220355825078324,9.123365357961776
Male,Yes,3,Graduate,No,360.0,1.0,Rural,1,5.616771097666572,9.159468041602427
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,4.787491742782046,8.454892165218858
Male,Yes,2,Not Graduate,No,180.0,1.0,Semiurban,1,4.727387818712341,8.193676665955241
Male,Yes,2,Graduate,No,360.0,1.0,Urban,1,4.727387818712341,8.411832675758411
Male,Yes,2,Graduate,No,360.0,1.0,Semiurban,1,4.90527477843843,8.23217423638394
Female,No,0,Graduate,No,360.0,0.0,Urban,0,4.2626798770413155,8.064636475774222
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,4.553876891600541,8.410053315858335
Male,No,0,Not Graduate,No,360.0,1.0,Rural,1,4.6913478822291435,8.624791202014256
Female,No,0,Graduate,No,360.0,0.0,Semiurban,0,4.634728988229636,8.101677747454572
Male,Yes,2,Not Graduate,No,180.0,0.0,Urban,0,3.8066624897703196,7.968665700466235
Male,No,0,Not Graduate,No,300.0,1.0,Rural,0,4.174387269895637,7.9211727215870145
Male,No,0,Graduate,No,360.0,1.0,Semiurban,1,4.634728988229636,10.021270588192511
Female,No,0,Not Graduate,No,360.0,1.0,Semiurban,1,3.970291913552122,7.5822291942764615
Female,No,0,Graduate,Yes,360.0,1.0,Rural,0,5.267858159063328,8.914760527397261
Female,No,0,Graduate,No,360.0,1.0,Semiurban,1,4.74493212836325,8.42222295382501
Male,Yes,0,Not Graduate,No,360.0,1.0,Urban,1,4.74493212836325,8.426611813185
Female,No,0,Not Graduate,No,360.0,1.0,Rural,1,4.189654742026425,7.70210434005105
Male,Yes,1,Graduate,No,300.0,0.0,Semiurban,0,5.0238805208462765,9.02401079378469
Male,Yes,3,Graduate,No,360.0,0.0,Rural,0,5.886104031450156,11.302204433654575
Female,No,1,Not Graduate,Yes,360.0,1.0,Semiurban,0,4.127134385045092,8.260234291607297
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,5.075173815233827,8.741296282225147
Male,Yes,0,Not Graduate,No,360.0,0.0,Rural,0,5.384495062789089,8.715388097366482
Male,Yes,0,Not Graduate,No,360.0,1.0,Rural,1,4.700480365792417,8.363109176033522
Female,Yes,0,Not Graduate,No,360.0,0.0,Semiurban,0,5.181783550292085,8.591558273371545
Female,No,0,Graduate,No,360.0,1.0,Urban,1,4.0943445622221,8.00469951054955
Female,No,1,Graduate,No,360.0,1.0,Urban,0,5.075173815233827,7.8632667240095735
Male,Yes,2,Graduate,Yes,360.0,1.0,Urban,0,5.476463551931511,9.980448593672257
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,4.718498871295094,8.242229891372231
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.927253685157205,8.44741429680832
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,4.927253685157205,8.67060073804555
Female,No,0,Not Graduate,No,360.0,0.0,Urban,0,4.382026634673881,7.908387159290043
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,4.605170185988092,8.171599480345463
Male,Yes,1,Graduate,No,360.0,0.0,Urban,0,4.700480365792417,9.095714846134879
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.564348191467836,9.607773308387083
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,4.795790545596741,8.848796450925947
Female,No,1,Not Graduate,No,360.0,1.0,Rural,0,4.394449154672439,8.43511508038063
Male,Yes,2,Graduate,No,360.0,1.0,Semiurban,1,4.890349128221754,8.688622307043769
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,4.465908118654584,7.984844261119869
Male,No,0,Not Graduate,No,180.0,1.0,Urban,1,4.0943445622221,7.907283609426348
Female,No,1,Graduate,Yes,360.0,1.0,Semiurban,1,5.0106352940962555,9.06230429314878
Male,No,0,Graduate,No,360.0,0.0,Rural,0,4.653960350157523,8.779557455883728
Male,No,0,Graduate,No,360.0,1.0,Semiurban,1,6.003887067106539,9.463120392418698
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.962844630259907,8.469052816088302
Male,No,0,Graduate,No,360.0,1.0,Urban,1,4.605170185988092,8.229511118964457
Female,Yes,0,Graduate,No,240.0,1.0,Semiurban,1,4.852030263919617,9.215029361462314
Male,No,0,Graduate,No,360.0,1.0,Semiurban,1,3.912023005428146,8.236685322712457
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,4.852030263919617,8.11312710422178
Male,No,0,Graduate,Yes,360.0,0.0,Urban,0,5.231108616854587,9.251098364448351
Female,Yes,0,Not Graduate,Yes,360.0,1.0,Rural,1,4.927253685157205,8.873748128154395
Male,No,0,Graduate,No,360.0,1.0,Semiurban,1,5.231108616854587,9.07383312732152
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,5.19295685089021,9.1833801903934
Male,No,3,Not Graduate,No,360.0,1.0,Semiurban,1,4.997212273764115,8.809862805379057
Male,No,1,Graduate,No,360.0,1.0,Semiurban,1,5.0238805208462765,10.537919225261291
Male,Yes,0,Graduate,No,300.0,1.0,Rural,1,5.1647859739235145,9.659248037927183
Male,Yes,1,Graduate,Yes,360.0,1.0,Rural,1,4.867534450455582,8.450198322591959
Male,Yes,2,Not Graduate,No,360.0,1.0,Rural,1,4.700480365792417,8.445052513638554
Male,Yes,0,Graduate,No,360.0,1.0,Rural,0,4.007333185232471,8.500047032581268
Male,Yes,2,Graduate,No,360.0,0.0,Rural,0,5.0106352940962555,8.527143522269405
Male,No,1,Not Graduate,Yes,360.0,1.0,Semiurban,0,5.247024072160486,8.368925174747135
Male,Yes,2,Not Graduate,No,360.0,0.0,Rural,0,4.8283137373023015,8.1786387885907
Male,Yes,2,Not Graduate,No,300.0,1.0,Urban,1,4.0943445622221,8.135639903354386
Male,Yes,0,Graduate,No,360.0,0.0,Rural,0,5.003946305945459,8.644882552557126
Male,Yes,0,Graduate,No,180.0,0.0,Rural,1,4.499809670330265,8.506940814951886
Male,No,0,Graduate,Yes,360.0,1.0,Semiurban,1,4.430816798843313,8.865735152124781
Male,Yes,2,Graduate,No,360.0,1.0,Semiurban,1,4.564348191467836,8.258163361537619
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,4.770684624465665,8.366602832783736
Male,Yes,0,Graduate,No,360.0,1.0,Urban,0,5.153291594497779,8.744647438317532
Male,No,2,Graduate,No,360.0,1.0,Rural,1,4.912654885736052,8.378850241794492
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,0,5.075173815233827,9.0280988119824
Male,Yes,0,Graduate,Yes,360.0,1.0,Semiurban,1,5.075173815233827,8.726805608446096
Male,Yes,3,Graduate,No,180.0,1.0,Urban,1,4.852030263919617,8.954156966583772
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,5.030437921392435,8.556990661290303
Female,No,1,Not Graduate,No,360.0,1.0,Semiurban,1,4.882801922586371,8.55468163582723
Male,No,0,Graduate,No,360.0,0.0,Semiurban,0,4.584967478670572,8.334711621820917
Male,No,0,Graduate,No,360.0,1.0,Rural,1,4.941642422609304,8.699514748210191
Male,Yes,3,Not Graduate,No,180.0,0.0,Urban,0,4.248495242049359,8.436200032206706
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.700480365792417,9.722684841711443
Female,Yes,2,Not Graduate,No,360.0,1.0,Semiurban,1,4.584967478670572,8.047829357457841
Male,Yes,0,Graduate,No,360.0,1.0,Urban,0,4.700480365792417,8.822322177471738
Male,Yes,1,Graduate,Yes,360.0,1.0,Semiurban,1,5.087596335232384,8.617762246337932
Male,Yes,1,Not Graduate,No,180.0,0.0,Rural,0,4.727387818712341,8.331586243630754
Male,Yes,3,Graduate,No,360.0,1.0,Semiurban,1,4.605170185988092,8.453401058328458
Female,No,0,Graduate,Yes,360.0,1.0,Urban,1,4.532599493153256,7.824046010856292
Male,No,2,Graduate,No,360.0,1.0,Rural,1,5.087596335232384,9.228180290104513
Male,Yes,2,Graduate,Yes,360.0,1.0,Rural,1,5.0106352940962555,9.772182251758139
Male,Yes,2,Graduate,No,300.0,1.0,Semiurban,1,5.438079308923196,9.041921720351219
Male,Yes,2,Graduate,No,360.0,0.0,Semiurban,0,4.882801922586371,8.464846711044029
Male,Yes,1,Graduate,Yes,360.0,1.0,Semiurban,1,4.454347296253507,9.847816267665664
Male,Yes,2,Graduate,No,360.0,1.0,Urban,0,4.852030263919617,8.422882511944996
Female,No,0,Not Graduate,No,360.0,1.0,Rural,1,5.0369526024136295,8.37793112408273
Male,Yes,3,Not Graduate,No,360.0,1.0,Rural,1,4.727387818712341,8.037543185118697
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.852030263919617,8.562740006372207
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,5.455321115357702,9.290352309945568
Male,Yes,2,Graduate,No,360.0,1.0,Semiurban,1,5.5053315359323625,9.027978814382207
Male,Yes,1,Not Graduate,No,360.0,1.0,Rural,1,4.875197323201151,8.387995252944556
Male,No,2,Graduate,No,360.0,0.0,Rural,0,4.382026634673881,8.173857454773621
Male,Yes,1,Graduate,No,360.0,1.0,Urban,0,6.214608098422191,9.816457993563025
Male,Yes,2,Graduate,Yes,360.0,1.0,Semiurban,1,5.075173815233827,8.804775258867686
Male,No,0,Graduate,No,360.0,1.0,Urban,0,4.31748811353631,7.79770203551669
Male,No,0,Not Graduate,No,360.0,1.0,Semiurban,1,4.564348191467836,8.609590040682205
Male,Yes,1,Not Graduate,No,360.0,1.0,Urban,1,5.225746673713202,8.774003600200931
Male,No,0,Not Graduate,No,360.0,1.0,Rural,1,4.700480365792417,8.213652703029998
Female,No,0,Not Graduate,Yes,360.0,1.0,Semiurban,1,5.41610040220442,9.756320761816548
Male,Yes,0,Graduate,No,360.0,0.0,Rural,0,4.77912349311153,8.657650544111494
Female,Yes,1,Graduate,No,84.0,1.0,Semiurban,1,4.653960350157523,8.352082671352637
Male,Yes,0,Not Graduate,No,360.0,1.0,Rural,1,4.672828834461906,8.366370301681654
Male,Yes,0,Graduate,No,12.0,1.0,Urban,1,4.709530201312334,8.920255414908091
Male,Yes,1,Graduate,Yes,360.0,1.0,Semiurban,1,4.553876891600541,7.970740390007095
Male,No,0,Graduate,No,360.0,0.0,Rural,0,5.342334251964811,9.277905558138606
Female,No,0,Graduate,No,480.0,1.0,Rural,1,4.727387818712341,8.372860820526318
Female,No,0,Graduate,No,360.0,1.0,Semiurban,1,4.605170185988092,8.058010800802085
Male,Yes,2,Graduate,No,360.0,1.0,Semiurban,1,5.337538079701318,9.258082367961604
Male,Yes,1,Not Graduate,No,360.0,1.0,Rural,0,4.927253685157205,9.143345503151904
Male,Yes,0,Not Graduate,No,300.0,1.0,Semiurban,1,4.820281565605037,8.574895901544526
Male,Yes,2,Graduate,No,360.0,1.0,Rural,1,5.493061443340548,8.97790377375038
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,6.173786103901937,10.221941283654663
Male,No,0,Graduate,No,360.0,1.0,Urban,0,4.564348191467836,8.183955717304954
Male,Yes,0,Graduate,Yes,360.0,1.0,Urban,1,5.236441962829949,8.61104776688786
Female,No,1,Graduate,No,360.0,1.0,Urban,1,3.6888794541139363,9.492658081928813
Male,No,0,Not Graduate,No,360.0,1.0,Rural,0,4.605170185988092,8.493924564476883
Male,Yes,1,Graduate,No,360.0,1.0,Semiurban,1,5.521460917862246,8.995784837848506
Male,Yes,2,Graduate,No,360.0,1.0,Urban,1,4.997212273764115,8.578852571802965
Male,Yes,0,Graduate,No,180.0,1.0,Semiurban,0,4.248495242049359,9.082052351674651
Male,No,0,Graduate,No,360.0,1.0,Rural,0,5.739792912179234,9.15704507491796
Male,Yes,3,Graduate,No,360.0,1.0,Rural,1,5.0106352940962555,8.83840674707681
Female,Yes,2,Graduate,No,480.0,1.0,Semiurban,1,4.727387818712341,8.206037762778815
Male,Yes,0,Not Graduate,No,360.0,0.0,Semiurban,0,4.812184355372417,8.491670234185152
Male,No,0,Graduate,No,360.0,1.0,Semiurban,0,5.220355825078324,8.794521851788527
Female,No,0,Not Graduate,No,360.0,1.0,Rural,0,4.553876891600541,8.131530710604252
Male,Yes,2,Not Graduate,No,360.0,1.0,Semiurban,1,3.8066624897703196,8.277411998949004
Male,No,0,Graduate,No,360.0,1.0,Semiurban,1,4.007333185232471,7.824046010856292
Male,Yes,3,Graduate,Yes,360.0,1.0,Rural,1,4.605170185988092,8.867990898182093
Male,Yes,2,Graduate,Yes,360.0,1.0,Rural,1,6.173786103901937,9.623376745580666
Male,No,0,Graduate,No,360.0,1.0,Semiurban,0,4.852030263919617,8.819813136232225
Male,Yes,2,Graduate,Yes,360.0,1.0,Rural,1,5.991464547107982,9.769956159911606
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,4.700480365792417,8.236155661683124
Male,Yes,1,Not Graduate,No,360.0,0.0,Semiurban,1,5.081404364984463,8.812099108957337
Male,No,1,Not Graduate,No,360.0,1.0,Semiurban,1,4.543294782270004,8.289288323000317
Male,No,0,Not Graduate,No,360.0,1.0,Semiurban,1,4.867534450455582,8.82217476094608
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,5.375278407684165,8.783396232190894
Male,Yes,3,Graduate,No,360.0,1.0,Urban,1,4.605170185988092,8.361941906144946
Male,No,2,Graduate,No,360.0,0.0,Rural,0,4.700480365792417,8.185350223178686
Male,No,1,Graduate,No,360.0,1.0,Semiurban,0,5.278114659230517,9.328123407632566
Female,No,0,Not Graduate,Yes,360.0,1.0,Urban,1,4.8283137373023015,9.807251944655302
Male,No,0,Not Graduate,No,360.0,1.0,Rural,1,4.836281906951478,8.432070937999402
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,5.780743515792329,9.214232786691527
Male,No,2,Graduate,No,360.0,1.0,Semiurban,1,4.672828834461906,8.193400231952097
Male,Yes,0,Not Graduate,No,360.0,1.0,Rural,0,4.189654742026425,8.146998697389993
Male,Yes,3,Graduate,No,180.0,1.0,Rural,1,5.056245805348308,8.766705997750515
Female,Yes,1,Graduate,No,180.0,1.0,Semiurban,1,4.941642422609304,8.916371914881694
Female,No,0,Graduate,No,360.0,0.0,Semiurban,0,4.59511985013459,7.6676260915849905
Female,No,1,Graduate,No,360.0,1.0,Semiurban,1,4.553876891600541,8.20303024171486
Male,Yes,1,Not Graduate,No,360.0,1.0,Urban,1,4.852030263919617,8.46863300080086
Female,Yes,0,Not Graduate,No,360.0,1.0,Semiurban,1,4.624972813284271,8.210668031162976
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,5.043425116919247,8.45914025996762
Male,No,0,Not Graduate,No,36.0,1.0,Semiurban,0,4.382026634673881,8.119100837637486
Male,No,0,Graduate,No,360.0,1.0,Rural,1,4.976733742420574,8.368461137615839
Female,No,0,Graduate,No,360.0,0.0,Semiurban,0,4.634728988229636,8.517193191416238
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,4.700480365792417,8.476579508530941
Male,Yes,2,Graduate,Yes,360.0,0.0,Rural,0,4.852030263919617,8.799812469525556
Male,Yes,1,Not Graduate,No,360.0,1.0,Rural,1,4.852030263919617,8.490233009833455
Male,Yes,1,Graduate,No,360.0,1.0,Urban,1,5.062595033026967,8.792245847467877
Male,Yes,0,Not Graduate,No,360.0,0.0,Urban,0,5.198497031265826,8.473659189392508
Male,Yes,0,Graduate,No,180.0,0.0,Rural,0,4.882801922586371,8.969414650866176
Male,Yes,1,Graduate,No,360.0,1.0,Semiurban,1,3.258096538021482,8.779557455883728
Female,No,0,Graduate,No,360.0,1.0,Urban,1,4.430816798843313,8.36450810375059
Male,Yes,3,Graduate,Yes,360.0,1.0,Semiurban,1,5.560681631015528,9.22414465295258
Male,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,5.087596335232384,8.78813593986372
Female,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,5.204006687076795,8.777401286867264
Male,Yes,2,Not Graduate,No,360.0,1.0,Semiurban,1,4.68213122712422,8.27308133366583
Female,Yes,1,Graduate,Yes,360.0,1.0,Semiurban,1,6.396929655216146,9.877348894926433
Male,Yes,0,Graduate,No,360.0,1.0,Rural,1,5.351858133476067,8.984317679911129
Male,No,0,Not Graduate,Yes,360.0,1.0,Semiurban,1,4.882801922586371,8.66561319653451
Male,Yes,2,Graduate,No,360.0,0.0,Urban,0,5.552959584921617,9.08239335764556
Male,Yes,0,Not Graduate,No,360.0,1.0,Rural,1,4.787491742782046,8.404472321352118
Male,No,0,Graduate,No,360.0,1.0,Urban,1,4.248495242049359,8.11162807830774
Male,Yes,3,Graduate,No,360.0,0.0,Rural,0,4.812184355372417,8.68270762989381
Female,No,0,Graduate,No,360.0,1.0,Urban,0,2.1972245773362196,7.774015077250727
Male,Yes,0,Graduate,No,360.0,0.0,Urban,0,4.6443908991413725,8.56216655705897
Male,Yes,1,Graduate,No,360.0,1.0,Urban,1,5.225746673713202,8.550047528287184
Male,Yes,0,Graduate,No,360.0,0.0,Urban,0,5.10594547390058,8.789812386190972
Male,Yes,2,Graduate,No,360.0,1.0,Urban,1,5.616771097666572,9.721125994942152
Male,Yes,2,Not Graduate,No,480.0,1.0,Semiurban,0,5.231108616854587,8.955448122347393
Male,Yes,3,Graduate,No,360.0,1.0,Semiurban,0,5.0106352940962555,8.764990330169104
Male,Yes,2,Graduate,No,84.0,1.0,Urban,1,4.68213122712422,8.194229304819817
Male,Yes,0,Graduate,No,360.0,0.0,Semiurban,0,4.912654885736052,8.574895901544526
Male,No,0,Graduate,No,360.0,1.0,Urban,1,4.700480365792417,8.694167141883597
Male,Yes,1,Graduate,No,360.0,1.0,Rural,1,4.672828834461906,8.297543529356284
Male,No,0,Graduate,No,360.0,1.0,Urban,1,5.081404364984463,8.715880102296456
Male,Yes,2,Graduate,No,360.0,1.0,Semiurban,1,5.3230099791384085,8.785692444451245
Male,No,0,Graduate,No,360.0,1.0,Urban,0,4.499809670330265,10.482149379105689
Female,Yes,0,Graduate,No,360.0,1.0,Semiurban,1,3.58351893845611,8.060224240440958
Male,Yes,1,Graduate,No,360.0,1.0,Rural,0,4.110873864173311,7.539027055823995
Male,Yes,1,Graduate,No,360.0,0.0,Rural,0,4.983606621708336,8.456168489578463
Male,Yes,1,Graduate,No,84.0,1.0,Rural,0,5.147494476813453,8.893298144217916
Male,Yes,0,Graduate,No,360.0,1.0,Urban,1,4.6443908991413725,8.247743887225516
Female,No,0,Not Graduate,No,360.0,1.0,Semiurban,1,4.248495242049359,7.68017564043659
Male,No,0,Graduate,No,360.0,1.0,Semiurban,1,4.543294782270004,8.465899897028686
Male,Yes,2,Graduate,Yes,360.0,0.0,Semiurban,0,4.663439094112067,7.9105906122564775
Male,Yes,0,Graduate,No,180.0,1.0,Semiurban,1,4.02535169073515,8.766550149546351
Male,Yes,2,Graduate,Yes,240.0,1.0,Semiurban,0,5.3230099791384085,8.699514748210191
